location,latitude,longitude,population
Metaline Falls,48.8615,-117.3718,251
Eagle Nest,36.5495,-105.2593,251
Collinston,32.6893,-91.8718,251
Utica,39.7456,-93.6286,251
Dixon,41.7422,-90.7824,251
Swall Meadows,37.5061,-118.6426,251
Walcott,46.5505,-96.9375,250
Highland,39.3439,-83.6001,250
Tollette,33.8182,-93.8969,250
Ten Sleep,44.0349,-107.4483,250
Martelle,42.0204,-91.3578,250
Castleford,42.5206,-114.8719,250
Boulder Flats,42.9156,-108.7993,250
Platter,33.9066,-96.5337,250
Bartow,32.8816,-82.4712,250
Sheep Springs,36.1564,-108.6905,250
Big Cabin,36.5401,-95.2221,250
Santa Rita,48.6977,-112.3173,250
New Suffolk,40.9961,-72.4767,250
Delco,34.3188,-78.2267,250
Redfield,31.6811,-94.6629,250
Maywood,40.6586,-100.6222,249
Litchfield,41.1562,-99.1532,249
Mantoloking,40.0435,-74.0514,249
Aniwa,45.0117,-89.2089,249
Geraldine,47.6022,-110.2662,249
Lula,34.4545,-90.4779,249
Alvan,40.3070,-87.6069,249
Bear Creek Village,41.1878,-75.7552,249
Lu Verne,42.9092,-94.0836,249
Chelsea,41.9205,-92.3945,249
Jamestown,40.1179,-105.3916,249
New Effington,45.8558,-96.9174,249
Eitzen,43.5080,-91.4636,249
Abercrombie,46.4471,-96.7294,249
Port Hope,43.9395,-82.7149,249
Venango,41.7727,-80.1121,249
Dalton,46.1739,-95.9156,249
Cheraw,38.1076,-103.5110,249
Angie,30.9633,-89.8177,249
Tanana,65.1746,-152.0686,249
Lebanon,43.2587,-88.6294,249
Cruzville,33.8100,-108.6684,249
Lockbourne,39.8078,-82.9837,249
Marble City,35.5824,-94.8186,249
Brandonville,40.8601,-76.1689,249
Three Rocks,36.5051,-120.3936,249
Santa Cruz,35.9939,-106.0358,249
Elcho,45.4353,-89.1853,249
Fairview,39.8394,-95.7283,248
Perry,33.6276,-81.3086,248
Dillsboro,35.3706,-83.2526,248
Ostrander,43.6137,-92.4263,248
Wynnedale,39.8326,-86.2004,248
Port William,39.5523,-83.7856,248
Dover,38.7563,-83.8845,248
Denning,35.4252,-93.7568,248
Harrell,33.5102,-92.4011,248
Harveyville,38.7894,-95.9626,248
Elmer City,47.9999,-118.9542,248
McFarland,39.0545,-96.2381,248
Pope,34.2158,-89.9447,248
Magnolia,41.1141,-89.1958,248
Belcher,32.7521,-93.8372,248
Atqasuk,70.4810,-157.3835,248
Summerfield,39.7969,-81.3355,248
Denton,31.7221,-82.6968,248
Canada Creek Ranch,45.1751,-84.2075,248
Perla,34.3647,-92.7762,247
La Plant,45.1352,-100.6648,247
Kennebec,43.9035,-99.8620,247
Little Meadows,41.9891,-76.1277,247
Luxemburg,42.6039,-91.0726,247
Houston Lake,39.1924,-94.6221,247
Murdock,40.9260,-96.2812,247
Peoa,40.7257,-111.3380,247
Cunningham,36.9081,-88.8869,247
Decker,38.5184,-87.5240,247
Vera,36.4504,-95.8965,247
Cumberland,41.2731,-94.8707,247
Cassel,40.9213,-121.5514,247
Condon,47.5225,-113.6987,247
Low Moor,41.8023,-90.3542,247
Porcupine,46.2218,-101.0999,247
Groveland,37.8325,-120.2394,247
Galt,40.1272,-93.3880,247
Irwin,43.3965,-111.2720,247
Pinesburg,39.6269,-77.8561,247
Mashantucket,41.4645,-71.9746,247
Dendron,37.0364,-76.9240,247
Lewisville,43.9241,-94.4340,247
Gilmore,35.4131,-90.2973,246
Chandler,43.9306,-95.9512,246
Fulton,31.7916,-87.7397,246
Silver City,41.1114,-95.6381,246
Wellston,44.2179,-85.9620,246
Two Strike,43.2141,-100.8988,246
Widener,35.0233,-90.6817,246
Streetman,31.8787,-96.3306,246
Bonita,32.9206,-91.6751,246
Yellow Pine,44.9623,-115.4880,246
Pinedale,34.3208,-110.2599,246
Forest City,39.9829,-95.1883,246
Wortham,37.8401,-90.6076,246
Cabery,40.9958,-88.2037,246
Greencastle,40.2606,-92.8784,246
Eugene,38.3547,-92.4031,246
Jacob City,30.8925,-85.4108,246
Nikolaevsk,59.8295,-151.5964,246
Woodland,40.5838,-111.2356,245
Breckenridge,36.4622,-97.7273,245
Browning,40.0348,-93.1600,245
Lyon Mountain,44.7249,-73.8823,245
Frohna,37.6375,-89.6197,245
Bryant,40.5359,-84.9634,245
Waucoma,43.0554,-92.0341,245
Ewing,38.4278,-83.8618,245
Copper Center,61.9845,-145.3544,245
Bluff,37.2867,-109.5745,245
Swan Valley,43.4444,-111.3287,245
Okreek,43.3534,-100.3826,245
Eastport,45.1112,-85.3518,245
Grainfield,39.1143,-100.4684,244
Grafton,43.3306,-93.0687,244
Baskin,32.2591,-91.7473,244
Henderson,41.0238,-90.3535,244
Saddlebrooke,36.8283,-93.1968,244
Thawville,40.6732,-88.1136,244
Sweet Water,32.1046,-87.8619,244
Anamoose,47.8827,-100.2420,244
Powellsville,36.2253,-76.9316,244
Letona,35.3635,-91.8296,244
Edgemont,39.6766,-77.5470,244
Vandemere,35.1886,-76.6651,244
Reeves,30.5216,-93.0428,244
Torrey,38.3078,-111.4269,244
Daggett,45.4620,-87.6047,244
Noble,31.6899,-93.6832,244
Harvey,41.3179,-92.9227,244
White Signal,32.5724,-108.3512,244
Elmira,38.3523,-121.9077,244
Westbrook,32.3571,-101.0132,244
Drowning Creek,36.4778,-94.8942,244
Fallston,40.7241,-80.3133,244
Pecktonville,39.6659,-78.0481,244
Hiouchi,41.7936,-124.0662,244
Mosquito Lake,59.4710,-136.1458,244
Sandy Hook,42.5466,-90.6168,244
Emerald Beach,36.5754,-93.6710,244
Macedonia,41.1923,-95.4266,243
Wall Lane,32.6573,-114.7105,243
Nulato,64.7052,-158.2383,243
Spickard,40.2432,-93.5923,243
Richview,38.3758,-89.1803,243
Millican,30.4670,-96.2035,243
Willow Lake,44.6279,-97.6387,243
Newtown,40.2045,-87.1483,243
Humptulips,47.2491,-123.9348,243
Montour,41.9803,-92.7150,243
Lane,34.2997,-95.9894,243
Oconee,32.8535,-82.9576,243
Glen Ridge,26.6715,-80.0753,243
Mulat,30.5595,-87.1297,243
Klickitat,45.8180,-121.1626,243
Union,40.8144,-95.9215,243
Iaeger,37.4642,-81.8111,242
Hinsdale,48.4036,-107.0582,242
Higginsport,38.7900,-83.9673,242
Dix,41.2342,-103.4867,242
Modoc,33.7192,-82.2173,242
Hayward,43.6499,-93.2460,242
Hamilton,37.9806,-96.1639,242
Willard,34.5949,-106.0323,242
Castor,32.2549,-93.1660,242
La Liga,18.2905,-66.0492,242
Anderson,30.4871,-95.9899,242
Cisco,40.0116,-88.7255,242
Poston,33.9921,-114.4046,242
Greeley,42.5851,-91.3416,242
Agency Village,45.5808,-97.0831,242
Paisley,42.6926,-120.5452,242
Old Fort,41.2419,-83.1515,242
Mullinville,37.5886,-99.4756,241
Steward,41.8493,-89.0150,241
Woodson,33.0149,-99.0534,241
Bath,35.4702,-76.8119,241
Agra,39.7613,-99.1194,241
Vansant,37.2358,-82.0960,241
Hilltop,28.6938,-99.1761,241
Montpelier,30.6823,-90.6545,241
Boynton,35.6493,-95.6543,241
Boulder,37.9228,-111.4319,241
Connorville,40.1938,-80.7176,241
Madison,38.3794,-78.2586,241
Talmage,40.5315,-96.0239,241
Blue Springs,34.4013,-88.8721,241
Slaughter Beach,38.9150,-75.3090,241
Pemberton,44.0084,-93.7838,241
Schuyler,37.7939,-78.7002,241
Thorp,47.0656,-120.6709,241
Keswick,41.4547,-92.2382,241
Central Pacolet,34.9096,-81.7526,241
Ames,36.2471,-98.1867,241
Hickory Ridge,35.4030,-90.9946,241
Greensboro,39.7921,-79.9126,241
Pottersville,43.7363,-73.8212,241
Pace,33.7921,-90.8593,240
Boon,44.2880,-85.5975,240
Pisgah,41.8304,-95.9264,240
Sims,38.3618,-88.5355,240
Wadena,42.8398,-91.6594,240
Partridge,37.9668,-98.0922,240
Monetta,33.8497,-81.6097,240
Taylor Landing,29.8641,-94.1348,240
Lansford,48.6270,-101.3759,240
Young Place,36.9934,-107.4931,240
Kappa,40.6756,-89.0060,240
Gillsville,34.3095,-83.6381,240
Menominee,42.4747,-90.5428,240
Womelsdorf,38.8981,-79.9636,240
Briarcliff,36.2721,-92.2824,240
Grand Cane,32.0836,-93.8088,240
Watha,34.6512,-77.9576,240
Yale,41.7754,-94.3572,239
Raiford,30.0637,-82.2391,239
Zumbro Falls,44.2849,-92.4263,239
Kingsbury,41.5302,-86.6972,239
Homa Hills,42.9857,-106.3719,239
Sweetwater,46.3676,-116.7975,239
Nettle Lake,41.6785,-84.7271,239
Hardinsburg,38.4620,-86.2732,239
Crossnore,36.0222,-81.9307,239
Leamington,39.5313,-112.2855,239
Marquette,41.0065,-98.0096,239
Fort Peck,48.0070,-106.4552,239
Malta Bend,39.1940,-93.3634,239
Schubert,40.4979,-76.2197,239
Hopewell,40.1345,-78.2665,239
Harmon,46.9443,-100.9526,239
Union Dale,41.7154,-75.4819,239
Ranchette Estates,26.4844,-97.8220,239
Severn,36.5142,-77.1893,239
Fontana,38.4239,-94.8442,239
Winesburg,40.6176,-81.6948,238
Troy Grove,41.4657,-89.0815,238
Holstein,40.4652,-98.6510,238
East Thermopolis,43.6441,-108.1980,238
Schell City,38.0192,-94.1167,238
Lexa,34.5982,-90.7519,238
Meservey,42.9157,-93.4734,238
Woodlawn,39.0909,-84.4729,238
Flintstone,39.7034,-78.5758,238
Taft,35.7607,-95.5455,238
Livonia Center,42.8210,-77.6420,238
Addieville,38.3913,-89.4865,238
Edesville,39.1540,-76.2097,238
Hillsboro,38.1353,-80.2136,238
Ebony,36.5759,-77.9840,238
Morgan City,33.3786,-90.3461,238
Bowers,40.4848,-75.7423,238
Mountain,45.1864,-88.4681,238
Country Acres,27.9251,-97.1661,238
Ste. Marie,38.9300,-88.0278,238
Potter,44.1202,-88.0991,237
Meno,36.3881,-98.1779,237
Prescott,41.0238,-94.6130,237
Rosston,33.5877,-93.2798,237
Blackburn,39.1047,-93.4854,237
Milroy,44.4178,-95.5536,237
Teller,65.2531,-166.3420,237
Guinda,38.8275,-122.1985,237
Bentonville,38.7455,-83.6103,237
Peoria,44.4507,-123.2043,237
North Sultan,47.8829,-121.8253,237
Sandia Park,35.1648,-106.3657,236
Constableville,43.5649,-75.4280,236
Del Mar Heights,26.0566,-97.4235,236
Saratoga,40.2368,-84.9159,236
Brainards,40.7718,-75.1699,236
Garland,33.3609,-93.7142,236
Midway,31.0252,-95.7539,236
Shady Dale,33.4007,-83.5881,236
Waco,40.8970,-97.4614,236
Berkey,41.7084,-83.8383,236
Sandy Point,29.4013,-95.4816,236
The Plains,38.8621,-77.7741,236
Parc,44.6639,-73.4530,236
Springview,42.8249,-99.7475,236
New Riegel,41.0519,-83.3190,236
Glenwood,39.6256,-85.3025,236
Lexington,45.4462,-119.6879,236
Michigamme,46.5334,-88.0627,236
Peoria,39.6649,-104.1456,236
Newtown,40.6529,-76.3461,236
Bluebell,40.3576,-110.2232,236
Lake Lillian,44.9458,-94.8800,235
Upper Kalskag,61.5416,-160.3337,235
Carl,34.0046,-83.8128,235
Fredonia,41.2844,-91.3397,235
Gorst,47.5237,-122.7057,235
Bethune,39.3038,-102.4234,235
Cashtown,39.8837,-77.3533,235
Bronaugh,37.6940,-94.4683,235
Little Creek,39.1664,-75.4483,235
Cypress,37.3655,-89.0187,235
Interlaken,40.5413,-111.4749,235
Sanders,38.6549,-84.9466,235
Williams,38.8147,-86.6446,235
Peetz,40.9617,-103.1139,235
Twin Lakes,47.2261,-95.6555,235
Orient,39.8056,-83.1528,235
Twin Lakes,42.4775,-94.6354,235
New Harmony,37.4803,-113.3096,234
Mount Eaton,40.6946,-81.7021,234
North Bay,42.7644,-87.7812,234
Radisson,45.7684,-91.2179,234
Wolverine,45.2732,-84.6052,234
Sandy Hook,39.3284,-77.7052,234
Ryegate,46.2985,-109.2538,234
Henning,40.3069,-87.7010,234
Creswell,35.8743,-76.4032,234
Liberty,41.5585,-77.1054,234
Vallecito,38.0740,-120.4564,234
Candelero Abajo,18.0943,-65.8165,234
Donnelly,45.6895,-96.0143,234
Prompton,41.5891,-75.3275,234
Bone Gap,38.4449,-87.9976,234
Alsea,44.3818,-123.5958,234
Galisteo,35.3950,-105.9569,234
Kangley,41.1480,-88.8722,233
Easton,39.7226,-94.6403,233
Walton,38.1193,-97.2582,233
Pachuta,32.0441,-88.8844,233
Boones Mill,37.1156,-79.9514,233
E. Lopez,26.3087,-98.6378,233
Fenton,43.2181,-94.4280,233
Martinsburg,40.2695,-82.3545,233
Kipton,41.2665,-82.3039,233
Concord,35.6625,-91.8490,233
Nason,38.1760,-88.9662,233
Manor Creek,38.2981,-85.5873,233
Bison,38.5199,-99.1979,233
Denton,47.3222,-109.9481,233
Leavenworth,38.1994,-86.3451,233
Oak Ridge,37.4987,-89.7300,233
McCutchenville,40.9944,-83.2547,233
Summer Shade,36.8836,-85.7098,233
Mount Carmel,34.0185,-82.5044,233
Rabbit Hash,38.9240,-84.8503,233
Clyde,40.4874,-74.5132,233
Aspers,39.9764,-77.2260,233
Duane Lake,42.7526,-74.1089,233
Bessemer Bend,42.7576,-106.5237,232
Western,40.3931,-97.1984,232
Crystal Lake,43.2230,-93.7927,232
Woodland Hills,40.7511,-96.4210,232
Applegate,43.3554,-82.6371,232
Gilby,48.0834,-97.4680,232
Pontiac,36.5166,-92.6037,232
Orchard Hill,33.1851,-84.2123,232
Cromwell,46.6795,-92.8730,232
Venice,29.2875,-89.3637,232
Stites,46.0924,-115.9763,232
Bardolph,40.4959,-90.5631,232
Chesterville,40.4777,-82.6818,232
Coldiron,36.8279,-83.4529,232
Springfield,39.4449,-78.6977,232
Rogersville,39.8807,-80.2693,232
Alto Bonito Heights,26.3158,-98.6413,232
Macdona,29.3205,-98.6973,232
Basin,46.2834,-112.2871,232
New Post,45.8965,-91.1930,232
Jennings,39.6487,-79.1835,232
Ackerly,32.5251,-101.7158,232
Staplehurst,40.9747,-97.1730,232
Lemon Cove,36.3790,-119.0312,232
Bigelow,43.5053,-95.6892,231
Warfield,37.8415,-82.4224,231
Severy,37.6219,-96.2275,231
Nixon,39.8280,-119.3589,231
Kit Carson,38.7628,-102.7954,231
Saxis,37.9261,-75.7224,231
Pawnee Rock,38.2649,-98.9823,231
Rico,37.6891,-108.0318,231
Jerico Springs,37.6197,-94.0113,231
Branch,30.3480,-92.2771,231
Center Point,39.4154,-87.0752,231
Tamaha,35.4059,-95.0181,231
Madrid,40.8525,-101.5278,231
Elm Grove,35.7925,-94.5630,231
Laurel,41.8841,-92.9222,231
Hobson,46.9996,-109.8732,231
Roaring Springs,33.8992,-100.8561,231
Callaway,46.9820,-95.9120,230
Leonard,46.6523,-97.2499,230
Vina,39.9343,-122.0518,230
Pavillion,43.2440,-108.6890,230
Crossgate,38.2793,-85.6296,230
Goldsboro,39.0317,-75.7821,230
Darling,34.3591,-90.2754,230
Rensselaer,39.6692,-91.5387,230
Lenora,39.6109,-100.0015,230
Oliver,32.5214,-81.5331,230
Kistler,37.7656,-81.8578,230
Roosevelt,34.8477,-99.0227,230
Fitzhugh,34.6581,-96.7665,230
White City,39.0716,-89.7637,230
Grinnell,39.1266,-100.6311,230
Pyatt,36.2509,-92.8443,230
Pungoteague,37.6291,-75.8172,230
Page,47.1592,-97.5681,230
Trent,43.9063,-96.6578,230
Scranton,35.3606,-93.5394,230
Paton,42.1642,-94.2551,230
Greenview,41.5471,-122.9185,229
Seneca,44.1352,-118.9763,229
Cullomburg,31.7131,-88.2917,229
Roopville,33.4567,-85.1304,229
Plaucheville,30.9647,-91.9837,229
Pease,45.6995,-93.6491,229
Forsan,32.1104,-101.3668,229
Yorkana,39.9760,-76.5846,229
Fredonia,32.9861,-85.2912,229
Rockford,43.1892,-112.5306,229
Kings Point,47.7634,-114.1498,229
Dos Palos Y,37.0466,-120.6394,229
Unionville Center,40.1368,-83.3416,229
Buckner,33.3572,-93.4358,229
Emma,38.9751,-93.4950,229
Amsterdam,38.3495,-94.5890,229
Creston,47.7594,-118.5201,229
Grandin,36.8308,-90.8221,229
Nilwood,39.3995,-89.8077,229
Campbell Station,35.6678,-91.2538,229
Miguel Barrera,26.4120,-98.9216,229
Olancha,36.2704,-118.0015,229
Seagrove,35.5399,-79.7788,229
Darbyville,39.6957,-83.1139,229
Gary,44.7941,-96.4574,229
Horn Hill,31.2382,-86.3211,229
Caroline,44.7220,-88.8948,229
Orason,26.0742,-97.4458,229
Lexington,33.8700,-83.1101,228
St. Francis,36.4556,-90.1428,228
Benedict,41.0063,-97.6073,228
Summit,37.8013,-112.9350,228
Olar,33.1799,-81.1854,228
Pamplin City,37.2642,-78.6820,228
North Hartland,43.5936,-72.3578,228
Momeyer,35.9592,-78.0511,228
Catarina,28.3499,-99.6161,228
Mesa Vista,38.8103,-119.8033,228
Elrosa,45.5629,-94.9472,228
Holcombe,45.2261,-91.1217,228
Spring Lake,39.7767,-85.8536,228
Keene,35.2330,-118.6103,228
Kirbyville,36.6294,-93.1568,228
Barrera,26.3925,-98.8985,228
Omaha,37.8901,-88.3053,228
Sperryville,38.6562,-78.2322,228
Willow Hill,38.9958,-88.0218,228
Napoleon,39.2039,-85.3272,227
Clam Gulch,60.2001,-151.3939,227
Walnut,37.6018,-95.0742,227
Kite,32.6921,-82.5136,227
Fort Laramie,42.2133,-104.5178,227
Lima,44.6384,-112.5919,227
Frontenac,44.5061,-92.3511,227
Phippsburg,40.2301,-106.9509,227
Smithland,42.2289,-95.9312,227
Cedar Hill Lakes,38.3299,-90.6577,227
Packwood,41.1327,-92.0825,227
Lake Wilson,43.9953,-95.9533,227
New Columbus,41.1732,-76.2870,227
Glen Campbell,40.8197,-78.8297,227
Flensburg,45.9480,-94.5301,227
Hoople,48.5358,-97.6390,227
Morrill,39.9293,-95.6944,227
Creola,31.4300,-92.4828,227
Marathon,42.8602,-94.9829,227
Bakersfield,36.5239,-92.1442,227
Point Lay,69.7442,-162.8678,227
La Presa,27.3995,-99.4374,227
Ambia,40.4894,-87.5165,227
Belknap,47.6472,-115.4222,227
Reading,38.5191,-95.9572,227
Waldorf,43.9332,-93.6976,226
Valle Crucis,36.2074,-81.7860,226
Nebo,37.3832,-87.6416,226
Lanare,36.4377,-119.9322,226
Greenwood,42.3911,-88.3898,226
Darden,35.6384,-88.2261,226
Sherwood,48.9619,-101.6328,226
Elbing,38.0534,-97.1283,226
Fort Green,27.6255,-81.9397,226
Leland,45.0214,-85.7576,226
Blanford,39.6670,-87.5203,226
Gratiot,42.5799,-90.0238,226
Sweden Valley,41.7594,-77.9538,226
Bonanza Mountain Estates,39.9768,-105.4797,226
Wakarusa,38.8911,-95.6999,226
Blue,33.9899,-96.2304,226
Gila,32.9485,-108.5762,226
Corinth,38.4997,-84.6032,226
East Pleasant View,39.7279,-105.1572,226
Asbury,40.7003,-75.0121,225
Snake Creek,36.1786,-95.0937,225
Ravenna,33.6705,-96.2409,225
Louisville,39.2499,-96.3145,225
Elba,41.2853,-98.5693,225
Munson,30.8418,-86.8870,225
Rexford,39.4705,-100.7440,225
Avera,33.1934,-82.5287,225
Maxeys,33.7555,-83.1737,225
Three Mile Bay,44.0829,-76.1983,225
Nisland,44.6731,-103.5539,225
Salladasburg,41.2783,-77.2274,225
Griffithville,35.1233,-91.6447,225
Robinson,39.8153,-95.4114,225
Forest City,40.3723,-89.8325,225
Henrieville,37.5638,-112.0020,225
Detroit,44.7338,-122.1512,225
East Hope,48.2414,-116.2913,225
Minnewaukan,48.0761,-99.2607,225
Twilight,40.1158,-79.8936,225
Kawela Bay,21.6991,-158.0026,225
Troutville,41.0259,-78.7863,225
Lane,38.4397,-95.0818,225
Fronton,26.4256,-99.0762,225
Ballantine,45.9511,-108.1428,225
Pollock,45.9005,-100.2885,225
Rifton,41.8288,-74.0381,224
Owendale,43.7273,-83.2671,224
Portersville,40.9244,-80.1469,224
Mehama,44.7914,-122.6305,224
Painter,37.5852,-75.7837,224
Lakeview Heights,38.1520,-83.5043,224
Taylorsville,34.0860,-84.9876,224
Pottawattamie Park,41.7233,-86.8671,224
Bethany,41.6143,-75.2872,224
Rogers,40.7897,-80.6275,224
Creedmoor,30.0943,-97.7431,224
Walloon Lake,45.2719,-84.9413,224
Dadeville,37.4791,-93.6738,224
Burna,37.2456,-88.3589,224
Pymatuning North,41.6659,-80.4648,224
Losantville,40.0236,-85.1835,224
Cobalt,37.5454,-90.2876,224
Hubbard,42.3859,-96.5915,224
Mineola,41.1414,-95.6948,224
Lake Almanor West,40.2336,-121.2021,224
La Ward,28.8464,-96.4649,224
Damascus,31.2989,-84.7170,224
Whitley Gardens,35.6571,-120.5068,224
Goodman,45.6231,-88.3518,224
Mackville,37.7355,-85.0701,223
Pineville,36.1612,-92.1065,223
Owaneco,39.4815,-89.1950,223
Pickstown,43.0671,-98.5295,223
Lignite,48.8772,-102.5645,223
Curryville,39.3456,-91.3413,223
New Providence,42.2813,-93.1716,223
Craig,40.1924,-95.3742,223
Tetlin,63.1481,-142.4947,223
Wachapreague,37.6064,-75.6898,223
Harrisville,40.1814,-80.8868,223
Fostoria,43.2430,-95.1550,223
Healy,38.6030,-100.6176,223
Madisonburg,40.9283,-77.5189,223
Washta,42.5756,-95.7202,223
Olds,41.1344,-91.5443,223
Keystone,37.4158,-81.4463,223
Mentor,38.8902,-84.2484,223
Harrison,42.6879,-103.8825,223
Marland,36.5611,-97.1529,223
Medicine Lake,48.5023,-104.5017,223
Bourneville,39.2829,-83.1596,223
Hanover,37.7668,-77.3706,223
Noxon,47.9850,-115.7707,223
Bath,45.4692,-98.3236,223
Burnside,40.8133,-78.7920,223
Lostine,45.4866,-117.4294,223
Riverdale,47.4976,-101.3661,223
Kelford,36.1813,-77.2243,222
Rupert,40.9760,-76.4797,222
Dudley,36.7897,-90.0917,222
Dougherty,34.4005,-97.0514,222
Jensen,40.3695,-109.3556,222
Uehling,41.7347,-96.5057,222
Winger,47.5376,-95.9864,222
Mineral,41.3837,-89.8383,222
De Kalb,39.5883,-94.9236,222
Mountain Meadows,40.0270,-105.3832,222
Bryce Canyon City,37.6814,-112.1587,222
Buckland,40.6235,-84.2599,222
Norwood,33.4626,-82.7055,222
Chester,40.0101,-97.6181,222
Malden-on-Hudson,42.0933,-73.9365,222
Gilmore,39.5830,-78.9512,222
West Havre,48.5471,-109.7309,222
Greenwald,45.6014,-94.8594,222
Sheppton,40.8960,-76.1187,222
Harborton,37.6596,-75.8332,221
Burdett,38.1935,-99.5264,221
Lismore,43.7491,-95.9480,221
Heflin,32.4565,-93.2683,221
Hills and Dales,40.8292,-81.4439,221
North Star,40.3243,-84.5690,221
Berger,38.6718,-91.3391,221
Rutledge,46.2570,-92.8696,221
East Salem,40.6086,-77.2371,221
Ruthton,44.1776,-96.1035,221
Taylors Island,38.4730,-76.3126,221
Smithfield,40.4744,-90.2951,221
Campbellton,30.9505,-85.4025,221
Andersonville,32.1966,-84.1455,221
Lake Ka-Ho,39.0999,-89.7463,221
Jeddito,35.7697,-110.1305,221
Skykomish,47.7104,-121.3584,220
Gratiot,39.9515,-82.2167,220
Clatonia,40.4654,-96.8512,220
Highland Park,27.8614,-81.5618,220
Glacier View,61.8511,-147.7764,220
Chunchula,30.9237,-88.2072,220
Goose Lake,41.9678,-90.3816,220
Navarro,32.0007,-96.3826,220
Jewett,39.2077,-88.2431,220
Lineville,40.5870,-93.5232,220
Caney City,32.2096,-96.0380,220
Meta,38.3123,-92.1657,220
Hanksville,38.3724,-110.7138,220
Clear Lake,39.8141,-89.5679,220
Hanlontown,43.2809,-93.3789,220
McCook,41.7959,-87.8410,220
Aleknagik,59.2946,-158.6896,220
Wyola,45.1154,-107.3738,220
Detroit,34.0274,-88.1678,220
Askewville,36.1116,-76.9412,220
Waukau,43.9862,-88.7706,220
Sun Valley Lake,40.8512,-94.0685,220
Lynch,42.8314,-98.4671,220
Moore Station,32.1905,-95.5704,220
El Portal,37.6736,-119.7990,220
Sumner,40.9490,-99.5081,219
Landisburg,40.3430,-77.3060,219
Preston,37.9410,-93.2127,219
Wahkon,46.1206,-93.5223,219
Gorham,37.7151,-89.4831,219
Stuckey,33.7322,-79.5132,219
Welch,32.9306,-102.1256,219
Bladen,40.3233,-98.5960,219
Fisher,31.4934,-93.4597,219
Thedford,41.9789,-100.5747,219
Calvin,31.9617,-92.7758,219
Pescadero,37.2507,-122.3725,219
Houstonia,38.8993,-93.3594,219
Gilman,45.7353,-93.9483,219
East Enterprise,38.8702,-84.9889,219
Belle Valley,39.7888,-81.5564,218
Teasdale,38.2851,-111.4723,218
Hornick,42.2305,-96.0971,218
Furman,32.6812,-81.1877,218
Van Dyne,43.8862,-88.5012,218
Posen,45.2623,-83.6989,218
Merom,39.0560,-87.5672,218
Oakland,37.0467,-86.2506,218
Surry,37.1371,-76.8333,218
Loma Linda West,26.4205,-98.9304,218
Stinesville,39.2999,-86.6498,218
Wabbaseka,34.3591,-91.7926,218
Douglassville,33.1917,-94.3519,218
Madrid,35.4032,-106.1538,218
Fieldon,39.1088,-90.4996,218
